"Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)"	 Notes	 Notes.1	 Notes.2
"28	Waveform 1	1	1509.577357677	1509.779567685	14639.6	51989.5"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"28	Spectrogram 1	1	1509.577357677	1509.779567685	14639.6	51989.5"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"29	Waveform 1	1	1655.330987804	1655.595416277	17642.6	59872.4"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"29	Spectrogram 1	1	1655.330987804	1655.595416277	17642.6	59872.4"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"30	Waveform 1	1	1664.550985321	1664.827079756	20270.3	56306.3"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"30	Spectrogram 1	1	1664.550985321	1664.827079756	20270.3	56306.3"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"31	Waveform 1	1	1706.933422182	1707.252291811	20645.6	58370.9"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"31	Spectrogram 1	1	1706.933422182	1707.252291811	20645.6	58370.9"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"32	Waveform 1	1	1710.378769483	1710.499317758	24774.8	38851.4"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"32	Spectrogram 1	1	1710.378769483	1710.499317758	24774.8	38851.4"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"33	Waveform 1	1	1708.784421338	1708.901080959	23648.6	37537.5"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"33	Spectrogram 1	1	1708.784421338	1708.901080959	23648.6	37537.5"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"34	Waveform 1	1	1764.376616940	1764.637156759	20833.3	53115.6"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"34	Spectrogram 1	1	1764.376616940	1764.637156759	20833.3	53115.6"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"35	Waveform 1	1	1787.000805058	1787.308008725	19331.8	61749.2"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"35	Spectrogram 1	1	1787.000805058	1787.308008725	19331.8	61749.2"	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt	 20220722_103000.Table.1.selections.txt
"1	Waveform 1	1	386.179382430	386.290745021	17154.6	24247.4"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"1	Spectrogram 1	1	386.179382430	386.290745021	17154.6	24247.4"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"2	Waveform 1	1	386.836559205	386.950671490	16989.7	25896.9"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"2	Spectrogram 1	1	386.836559205	386.950671490	16989.7	25896.9"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"3	Waveform 1	1	395.652077297	395.819808608	15670.1	23587.6"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"3	Spectrogram 1	1	395.652077297	395.819808608	15670.1	23587.6"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"4	Waveform 1	1	408.230552283	408.374911198	16989.7	26556.7"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"4	Spectrogram 1	1	408.230552283	408.374911198	16989.7	26556.7"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"5	Waveform 1	1	412.129620391	412.298726548	15175.3	24907.2"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"5	Spectrogram 1	1	412.129620391	412.298726548	15175.3	24907.2"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"6	Waveform 1	1	426.034821711	426.217676337	16824.7	24577.3"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"6	Spectrogram 1	1	426.034821711	426.217676337	16824.7	24577.3"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"7	Waveform 1	1	429.114479073	429.268461916	16824.7	25237.1"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"7	Spectrogram 1	1	429.114479073	429.268461916	16824.7	25237.1"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"8	Waveform 1	1	703.659037165	703.773149450	16824.7	28206.2"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"8	Spectrogram 1	1	703.659037165	703.773149450	16824.7	28206.2"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"9	Waveform 1	1	743.349494625	743.434735127	18309.3	26391.8"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"9	Spectrogram 1	1	743.349494625	743.434735127	18309.3	26391.8"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"10	Waveform 1	1	906.906790136	907.031901196	16824.7	24247.4"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"10	Spectrogram 1	1	906.906790136	907.031901196	16824.7	24247.4"	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt	 20220811_043000.Table.1.selections.txt
"1	Waveform 1	1	439.516819915	439.668477422	13343.0	61862.8"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"1	Spectrogram 1	1	439.516819915	439.668477422	13343.0	61862.8"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"2	Waveform 1	1	441.196718147	441.441703350	14382.7	62209.4"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"2	Spectrogram 1	1	441.196718147	441.441703350	14382.7	62209.4"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"3	Waveform 1	1	538.623038465	538.877745302	18194.9	57704.0"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"3	Spectrogram 1	1	538.623038465	538.877745302	18194.9	57704.0"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"4	Waveform 1	1	1057.248848790	1057.429671201	14556.0	57010.8"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"4	Spectrogram 1	1	1057.248848790	1057.429671201	14556.0	57010.8"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"5	Waveform 1	1	1137.269558139	1137.481489783	10223.8	55797.8"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"5	Spectrogram 1	1	1137.269558139	1137.481489783	10223.8	55797.8"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"6	Waveform 1	1	1148.130567285	1148.311389697	15422.4	55971.1"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"6	Spectrogram 1	1	1148.130567285	1148.311389697	15422.4	55971.1"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"7	Waveform 1	1	1313.526661354	1313.691929149	16626.5	57542.2"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"7	Spectrogram 1	1	1313.526661354	1313.691929149	16626.5	57542.2"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"8	Waveform 1	1	1438.768518757	1439.200159352	12578.3	56241.0"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"8	Spectrogram 1	1	1438.768518757	1439.200159352	12578.3	56241.0"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"9	Waveform 1	1	1672.196600320	1672.424086579	21496.9	62723.9"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"9	Spectrogram 1	1	1672.196600320	1672.424086579	21496.9	62723.9"	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt	 20220813_043000.Table.1.selections.txt
"1	Waveform 1	1	325.453272506	325.615504429	22896.1	73431.0"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"1	Spectrogram 1	1	325.453272506	325.615504429	22896.1	73431.0"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"2	Waveform 1	1	334.252291150	334.475016333	15373.1	63291.3"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"2	Spectrogram 1	1	334.252291150	334.475016333	15373.1	63291.3"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"3	Waveform 1	1	336.166077596	336.419049409	14718.9	83080.1"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"3	Spectrogram 1	1	336.166077596	336.419049409	14718.9	83080.1"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"4	Waveform 1	1	498.353985393	498.573960882	15700.2	62637.1"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"4	Spectrogram 1	1	498.353985393	498.573960882	15700.2	62637.1"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"5	Waveform 1	1	718.246957231	718.411938848	16190.8	69178.9"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"5	Spectrogram 1	1	718.246957231	718.411938848	16190.8	69178.9"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"6	Waveform 1	1	720.160743678	720.419214878	20279.4	58221.5"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"6	Spectrogram 1	1	720.160743678	720.419214878	20279.4	58221.5"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"7	Waveform 1	1	733.474758932	733.650739324	19952.3	65253.8"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"7	Spectrogram 1	1	733.474758932	733.650739324	19952.3	65253.8"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"8	Waveform 1	1	740.500225191	740.662457115	18971.0	67870.5"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"8	Spectrogram 1	1	740.500225191	740.662457115	18971.0	67870.5"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"9	Waveform 1	1	744.006084243	744.261805750	14555.4	62637.1"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"9	Spectrogram 1	1	744.006084243	744.261805750	14555.4	62637.1"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"10	Waveform 1	1	744.896984976	745.075715061	18480.4	61983.0"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"10	Spectrogram 1	1	744.896984976	745.075715061	18480.4	61983.0"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"11	Waveform 1	1	781.605387904	781.773119215	22241.9	64763.2"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"11	Spectrogram 1	1	781.605387904	781.773119215	22241.9	64763.2"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"12	Waveform 1	1	796.126518345	796.382239851	14555.4	61655.9"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"12	Spectrogram 1	1	796.126518345	796.382239851	14555.4	61655.9"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"13	Waveform 1	1	807.763220491	807.933701496	18480.4	71795.6"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"13	Spectrogram 1	1	807.763220491	807.933701496	18480.4	71795.6"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"14	Waveform 1	1	808.365403394	808.533134705	18316.9	67543.4"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"14	Spectrogram 1	1	808.365403394	808.533134705	18316.9	67543.4"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"15	Waveform 1	1	831.682802785	831.889029806	13083.5	63945.5"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"15	Spectrogram 1	1	831.682802785	831.889029806	13083.5	63945.5"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"16	Waveform 1	1	843.588974593	843.759455597	17826.2	67216.4"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"16	Spectrogram 1	1	843.588974593	843.759455597	17826.2	67216.4"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"17	Waveform 1	1	860.010143012	860.216370033	19788.8	62800.7"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"17	Spectrogram 1	1	860.010143012	860.216370033	19788.8	62800.7"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"18	Waveform 1	1	860.936789761	861.090772604	22078.4	61655.9"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"18	Spectrogram 1	1	860.936789761	861.090772604	22078.4	61655.9"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"19	Waveform 1	1	874.594516405	874.775996184	29110.7	59693.4"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"19	Spectrogram 1	1	874.594516405	874.775996184	29110.7	59693.4"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"20	Waveform 1	1	927.410625505	927.548110186	23386.7	59039.2"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"20	Spectrogram 1	1	927.410625505	927.548110186	23386.7	59039.2"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"21	Waveform 1	1	998.193003653	998.327738640	13410.6	58057.9"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"21	Spectrogram 1	1	998.193003653	998.327738640	13410.6	58057.9"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"22	Waveform 1	1	1401.133058570	1401.320037737	13901.2	61655.9"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"22	Spectrogram 1	1	1401.133058570	1401.320037737	13901.2	61655.9"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"23	Waveform 1	1	1401.801233807	1402.078952863	14718.9	57403.7"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"23	Spectrogram 1	1	1401.801233807	1402.078952863	14718.9	57403.7"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"24	Waveform 1	1	1403.305316217	1403.459299060	18644.0	60674.6"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"24	Spectrogram 1	1	1403.305316217	1403.459299060	18644.0	60674.6"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"25	Waveform 1	1	1431.649154606	1431.847132546	20279.4	58875.6"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"25	Spectrogram 1	1	1431.649154606	1431.847132546	20279.4	58875.6"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"26	Waveform 1	1	1456.390895291	1456.594372619	22078.4	58385.0"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"26	Spectrogram 1	1	1456.390895291	1456.594372619	22078.4	58385.0"	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt	 20220813_050000.Table.1.selections.txt
"1	Waveform 1	1	249.282121855	249.433779362	18591.0	68754.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"1	Spectrogram 1	1	249.282121855	249.433779362	18591.0	68754.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"2	Waveform 1	1	255.929774683	256.114485748	13943.2	65869.8"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"2	Spectrogram 1	1	255.929774683	256.114485748	13943.2	65869.8"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"3	Waveform 1	1	463.119162501	463.261098372	14584.3	62183.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"3	Spectrogram 1	1	463.119162501	463.261098372	14584.3	62183.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"4	Waveform 1	1	495.531088862	495.717744254	16187.0	64106.8"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"4	Spectrogram 1	1	495.531088862	495.717744254	16187.0	64106.8"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"5	Waveform 1	1	600.009482024	600.165028184	16183.3	69918.2"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"5	Spectrogram 1	1	600.009482024	600.165028184	16183.3	69918.2"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"6	Waveform 1	1	600.633610992	600.804711768	16340.4	57977.1"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"6	Spectrogram 1	1	600.633610992	600.804711768	16340.4	57977.1"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"7	Waveform 1	1	681.525377703	681.723699057	21839.6	62690.7"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"7	Spectrogram 1	1	681.525377703	681.723699057	21839.6	62690.7"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"8	Waveform 1	1	682.318663120	682.493652551	19011.5	61276.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"8	Spectrogram 1	1	682.318663120	682.493652551	19011.5	61276.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"9	Waveform 1	1	688.427737367	688.606615452	21054.0	64261.9"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"9	Spectrogram 1	1	688.427737367	688.606615452	21054.0	64261.9"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"10	Waveform 1	1	707.734900983	707.855449257	22782.3	65990.2"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"10	Spectrogram 1	1	707.734900983	707.855449257	22782.3	65990.2"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"11	Waveform 1	1	715.733861078	715.833021755	18383.0	83116.2"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"11	Spectrogram 1	1	715.733861078	715.833021755	18383.0	83116.2"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"12	Waveform 1	1	722.080143520	722.171526889	19954.2	66461.5"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"12	Spectrogram 1	1	722.080143520	722.171526889	19954.2	66461.5"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"13	Waveform 1	1	723.392563948	723.602551264	16497.5	68032.7"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"13	Spectrogram 1	1	723.392563948	723.602551264	16497.5	68032.7"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"14	Waveform 1	1	739.722964057	739.827957715	19954.2	65361.7"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"14	Spectrogram 1	1	739.722964057	739.827957715	19954.2	65361.7"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"15	Waveform 1	1	769.352557937	769.434219671	22782.3	63947.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"15	Spectrogram 1	1	769.352557937	769.434219671	22782.3	63947.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"16	Waveform 1	1	774.814170755	774.907498451	21682.5	65204.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"16	Spectrogram 1	1	774.814170755	774.907498451	21682.5	65204.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"17	Waveform 1	1	863.125488114	863.300477544	17754.5	78088.4"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"17	Spectrogram 1	1	863.125488114	863.300477544	17754.5	78088.4"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"18	Waveform 1	1	872.273544632	872.448534062	20896.9	64890.3"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"18	Spectrogram 1	1	872.273544632	872.448534062	20896.9	64890.3"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"19	Waveform 1	1	885.710786458	885.887720216	16183.3	65204.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"19	Spectrogram 1	1	885.710786458	885.887720216	16183.3	65204.6"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"20	Waveform 1	1	917.204990473	917.259431629	24667.8	55306.1"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"20	Spectrogram 1	1	917.204990473	917.259431629	24667.8	55306.1"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"21	Waveform 1	1	918.933496880	919.013214287	23096.6	62847.8"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"21	Spectrogram 1	1	918.933496880	919.013214287	23096.6	62847.8"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
"22	Waveform 1	1	985.925273611	986.156648524	21996.7	58134.2"	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt	 20220826_090000.Table.1.selections.txt
